id,danceName,artist,danceType,aliases_pipe,styleTags_pipe,sceneTags_pipe,outfitKeywords_pipe,avoidKeywords_pipe,stageOutfitProfiles,stageOutfitSummary,reviewNotes
red-velvet-kingdom-come,Kingdom Come,Red Velvet,K-pop,Kingdom Come|kingdom come|Red Velvet Kingdom Come|Kingdom Come Red Velvet|kingdomcome,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-my-second-date,My Second Date,Red Velvet,K-pop,My Second Date|my second date|Red Velvet My Second Date|My Second Date Red Velvet|myseconddate,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-attaboy,Attaboy,Red Velvet,K-pop,Attaboy|attaboy|Red Velvet Attaboy|Attaboy Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-perfect-10,Perfect 10,Red Velvet,K-pop,Perfect 10|perfect 10|Red Velvet Perfect 10|Perfect 10 Red Velvet|perfect10,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-about-love,About Love,Red Velvet,K-pop,About Love|about love|Red Velvet About Love|About Love Red Velvet|aboutlove,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-moonlight-melody,Moonlight Melody,Red Velvet,K-pop,Moonlight Melody|moonlight melody|Red Velvet Moonlight Melody|Moonlight Melody Red Velvet|moonlightmelody,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-bad-boy,Bad Boy,Red Velvet,K-pop,Bad Boy|bad boy|Red Velvet Bad Boy|Bad Boy Red Velvet|badboy,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-all-right,All Right,Red Velvet,K-pop,All Right|all right|Red Velvet All Right|All Right Red Velvet|allright,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-time-to-love,Time To Love,Red Velvet,K-pop,Time To Love|time to love|Red Velvet Time To Love|Time To Love Red Velvet|timetolove,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-power-up,Power Up,Red Velvet,K-pop,Power Up|power up|Red Velvet Power Up|Power Up Red Velvet|powerup,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-with-you,With You,Red Velvet,K-pop,With You|with you|Red Velvet With You|With You Red Velvet|withyou,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-mr-e,Mr. E,Red Velvet,K-pop,Mr. E|mr. e|Red Velvet Mr. E|Mr. E Red Velvet|mr.e,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-mosquito,Mosquito,Red Velvet,K-pop,Mosquito|mosquito|Red Velvet Mosquito|Mosquito Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-hit-that-drum,Hit That Drum,Red Velvet,K-pop,Hit That Drum|hit that drum|Red Velvet Hit That Drum|Hit That Drum Red Velvet|hitthatdrum,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-blue-lemonade,Blue Lemonade,Red Velvet,K-pop,Blue Lemonade|blue lemonade|Red Velvet Blue Lemonade|Blue Lemonade Red Velvet|bluelemonade,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-rbb-really-bad-boy,RBB (Really Bad Boy),Red Velvet,K-pop,RBB (Really Bad Boy)|rbb (really bad boy)|Red Velvet RBB (Really Bad Boy)|RBB (Really Bad Boy) Red Velvet|rbb(reallybadboy),甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-butterflies,Butterflies,Red Velvet,K-pop,Butterflies|butterflies|Red Velvet Butterflies|Butterflies Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-so-good,So Good,Red Velvet,K-pop,So Good|so good|Red Velvet So Good|So Good Red Velvet|sogood,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-sassy-me,Sassy Me,Red Velvet,K-pop,Sassy Me|sassy me|Red Velvet Sassy Me|Sassy Me Red Velvet|sassyme,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-taste,Taste,Red Velvet,K-pop,Taste|taste|Red Velvet Taste|Taste Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-sunny-side-up,Sunny Side Up!,Red Velvet,K-pop,Sunny Side Up!|sunny side up!|Red Velvet Sunny Side Up!|Sunny Side Up! Red Velvet|sunnysideup!,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-milkshake,Milkshake,Red Velvet,K-pop,Milkshake|milkshake|Red Velvet Milkshake|Milkshake Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-bing-bing,Bing Bing,Red Velvet,K-pop,Bing Bing|bing bing|Red Velvet Bing Bing|Bing Bing Red Velvet|bingbing,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-parade,Parade,Red Velvet,K-pop,Parade|parade|Red Velvet Parade|Parade Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-umpah-umpah,Umpah Umpah,Red Velvet,K-pop,Umpah Umpah|umpah umpah|Red Velvet Umpah Umpah|Umpah Umpah Red Velvet|umpahumpah,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-carpool,Carpool,Red Velvet,K-pop,Carpool|carpool|Red Velvet Carpool|Carpool Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-love-is-the-way,Love Is The Way,Red Velvet,K-pop,Love Is The Way|love is the way|Red Velvet Love Is The Way|Love Is The Way Red Velvet|loveistheway,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-jumpin,Jumpin',Red Velvet,K-pop,Jumpin'|jumpin'|Red Velvet Jumpin'|Jumpin' Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-ladies-night,Ladies Night,Red Velvet,K-pop,Ladies Night|ladies night|Red Velvet Ladies Night|Ladies Night Red Velvet|ladiesnight,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-eyes-locked-hands-locked,"Eyes Locked, Hands Locked",Red Velvet,K-pop,"Eyes Locked, Hands Locked|eyes locked, hands locked|Red Velvet Eyes Locked, Hands Locked|Eyes Locked, Hands Locked Red Velvet|eyeslocked,handslocked",甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-psycho,Psycho,Red Velvet,K-pop,Psycho|psycho|Red Velvet Psycho|Psycho Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-in-and-out,In & Out,Red Velvet,K-pop,In & Out|in & out|Red Velvet In & Out|In & Out Red Velvet|in&out,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-remember-forever,Remember Forever,Red Velvet,K-pop,Remember Forever|remember forever|Red Velvet Remember Forever|Remember Forever Red Velvet|rememberforever,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-la-rouge,La Rouge,Red Velvet,K-pop,La Rouge|la rouge|Red Velvet La Rouge|La Rouge Red Velvet|larouge,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-queendom,Queendom,Red Velvet,K-pop,Queendom|queendom|Red Velvet Queendom|Queendom Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-pose,Pose,Red Velvet,K-pop,Pose|pose|Red Velvet Pose|Pose Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-knock-on-wood,Knock On Wood,Red Velvet,K-pop,Knock On Wood|knock on wood|Red Velvet Knock On Wood|Knock On Wood Red Velvet|knockonwood,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-better-be,Better Be,Red Velvet,K-pop,Better Be|better be|Red Velvet Better Be|Better Be Red Velvet|betterbe,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-pushin-n-pullin,Pushin' N Pullin',Red Velvet,K-pop,Pushin' N Pullin'|pushin' n pullin'|Red Velvet Pushin' N Pullin'|Pushin' N Pullin' Red Velvet|pushin'npullin',甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-hello-sunset,"Hello, Sunset",Red Velvet,K-pop,"Hello, Sunset|hello, sunset|Red Velvet Hello, Sunset|Hello, Sunset Red Velvet|hello,sunset",甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-feel-my-rhythm,Feel My Rhythm,Red Velvet,K-pop,Feel My Rhythm|feel my rhythm|Red Velvet Feel My Rhythm|Feel My Rhythm Red Velvet|feelmyrhythm,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-rainbow-halo,Rainbow Halo,Red Velvet,K-pop,Rainbow Halo|rainbow halo|Red Velvet Rainbow Halo|Rainbow Halo Red Velvet|rainbowhalo,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-beg-for-me,Beg For Me,Red Velvet,K-pop,Beg For Me|beg for me|Red Velvet Beg For Me|Beg For Me Red Velvet|begforme,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-bamboleo,Bamboleo,Red Velvet,K-pop,Bamboleo|bamboleo|Red Velvet Bamboleo|Bamboleo Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-good-bad-ugly,"Good, Bad, Ugly",Red Velvet,K-pop,"Good, Bad, Ugly|good, bad, ugly|Red Velvet Good, Bad, Ugly|Good, Bad, Ugly Red Velvet|good,bad,ugly",甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-in-my-dreams,In My Dreams,Red Velvet,K-pop,In My Dreams|in my dreams|Red Velvet In My Dreams|In My Dreams Red Velvet|inmydreams,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-birthday,Birthday,Red Velvet,K-pop,Birthday|birthday|Red Velvet Birthday|Birthday Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-bye-bye,BYE BYE,Red Velvet,K-pop,BYE BYE|bye bye|Red Velvet BYE BYE|BYE BYE Red Velvet|byebye,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-on-a-ride,On A Ride,Red Velvet,K-pop,On A Ride|on a ride|Red Velvet On A Ride|On A Ride Red Velvet|onaride,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-zoom,Zoom,Red Velvet,K-pop,Zoom|zoom|Red Velvet Zoom|Zoom Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-celebrate,Celebrate,Red Velvet,K-pop,Celebrate|celebrate|Red Velvet Celebrate|Celebrate Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-chill-kill,Chill Kill,Red Velvet,K-pop,Chill Kill|chill kill|Red Velvet Chill Kill|Chill Kill Red Velvet|chillkill,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-knock-knock-who-s-there,Knock Knock (Who's There?),Red Velvet,K-pop,Knock Knock (Who's There?)|knock knock (who's there?)|Red Velvet Knock Knock (Who's There?)|Knock Knock (Who's There?) Red Velvet|knockknock(who'sthere?),甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-underwater,Underwater,Red Velvet,K-pop,Underwater|underwater|Red Velvet Underwater|Underwater Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-will-i-ever-see-you-again,Will I Ever See You Again?,Red Velvet,K-pop,Will I Ever See You Again?|will i ever see you again?|Red Velvet Will I Ever See You Again?|Will I Ever See You Again? Red Velvet|willieverseeyouagain?,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-nightmare,Nightmare,Red Velvet,K-pop,Nightmare|nightmare|Red Velvet Nightmare|Nightmare Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-iced-coffee,Iced Coffee,Red Velvet,K-pop,Iced Coffee|iced coffee|Red Velvet Iced Coffee|Iced Coffee Red Velvet|icedcoffee,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-one-kiss,One Kiss,Red Velvet,K-pop,One Kiss|one kiss|Red Velvet One Kiss|One Kiss Red Velvet|onekiss,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-bulldozer,Bulldozer,Red Velvet,K-pop,Bulldozer|bulldozer|Red Velvet Bulldozer|Bulldozer Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-wings,Wings,Red Velvet,K-pop,Wings|wings|Red Velvet Wings|Wings Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-cosmic,Cosmic,Red Velvet,K-pop,Cosmic|cosmic|Red Velvet Cosmic|Cosmic Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-sunflower,Sunflower,Red Velvet,K-pop,Sunflower|sunflower|Red Velvet Sunflower|Sunflower Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-last-drop,Last Drop,Red Velvet,K-pop,Last Drop|last drop|Red Velvet Last Drop|Last Drop Red Velvet|lastdrop,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-love-arcade,Love Arcade,Red Velvet,K-pop,Love Arcade|love arcade|Red Velvet Love Arcade|Love Arcade Red Velvet|lovearcade,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-bubble,Bubble,Red Velvet,K-pop,Bubble|bubble|Red Velvet Bubble|Bubble Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-night-drive,Night Drive,Red Velvet,K-pop,Night Drive|night drive|Red Velvet Night Drive|Night Drive Red Velvet|nightdrive,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
g-i-dle-latata,Latata,(G)I-DLE,K-pop,Latata|latata|(G)I-DLE Latata|Latata (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-hann-alone,Hann (Alone),(G)I-DLE,K-pop,Hann (Alone)|hann (alone)|(G)I-DLE Hann (Alone)|Hann (Alone) (G)I-DLE|hann(alone),甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-senorita,Senorita,(G)I-DLE,K-pop,Senorita|senorita|(G)I-DLE Senorita|Senorita (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-uh-oh,Uh-Oh,(G)I-DLE,K-pop,Uh-Oh|uh-oh|(G)I-DLE Uh-Oh|Uh-Oh (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-lion,Lion,(G)I-DLE,K-pop,Lion|lion|(G)I-DLE Lion|Lion (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-oh-my-god,Oh My God,(G)I-DLE,K-pop,Oh My God|oh my god|(G)I-DLE Oh My God|Oh My God (G)I-DLE|ohmygod,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-dumdi-dumdi,Dumdi Dumdi,(G)I-DLE,K-pop,Dumdi Dumdi|dumdi dumdi|(G)I-DLE Dumdi Dumdi|Dumdi Dumdi (G)I-DLE|dumdidumdi,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
